code,First_Last,country_short,2018_team
10004839977,Beñat Intxausti Elorriaga,(Spa),Team Sky
10002071841,Vasil Kiryienka,(Blr),Team Sky
10001557741,Christian Knees,(Ger),Team Sky
10005852821,Michal Kwiatkowski,(Pol),Team Sky
10008681379,Christopher Lawless,(GBr),Team Sky
10002733663,David Lopez Garcia,(Spa),Team Sky
10009575395,Gianni Moscon,(Ita),Team Sky
10004827247,Wout Poels,(Ned),Team Sky
10005587887,Salvatore Puccio,(Ita),Team Sky
10005894752,Diego Rosa,(Ita),Team Sky
10005996200,Luke Rowe,(GBr),Team Sky
10011134368,Pavel Sivakov,(Rus),Team Sky
10003267769,Ian Stannard,(GBr),Team Sky
10003253221,Geraint Thomas,(GBr),Team Sky
10006884455,Dylan van Baarle,(Ned),Team Sky
10006824235,Lukasz Wisniowski,(Pol),Team Sky
10006479782,Nikias Arndt,(Ger),Team Sunweb
10008662484,Phil Bauhaus,(Ger),Team Sunweb
10001428106,Roy Curvers,(Ned),Team Sunweb
10007389259,Tom Dumoulin,(Ned),Team Sunweb
10003092866,Johannes Fröhlinger,(Ger),Team Sunweb
10003204418,Simon Geschke,(Ger),Team Sunweb
10007881333,Chad Haga,(USA),Team Sunweb
10011087686,Christopher Hamilton,(Aus),Team Sunweb
10010982909,Jai Hindley,(Aus),Team Sunweb
10008653693,Lennard Hofstede,(Ned),Team Sunweb
10009774146,Lennard Kämna,(Ger),Team Sunweb
10006473015,Wilco Kelderman,(Ned),Team Sunweb
10046109336,Søren Kragh Andersen,(Den),Team Sunweb
10006291947,Michael Matthews,(Aus),Team Sunweb
10008688352,Sam Oomen,(Ned),Team Sunweb
10002837434,Tom Stamsnijder,(Ned),Team Sunweb
10010203572,Michael Storer,(Aus),Team Sunweb
10002420132,Laurens ten Dam,(Ned),Team Sunweb
10006631548,Mike Teunissen,(Ned),Team Sunweb
10007079970,Edward Theuns,(Bel),Team Sunweb
10002858854,Albert Timmer,(Ned),Team Sunweb
10007296707,Martijn Tusveld,(Ned),Team Sunweb
10007970249,Louis Vervaeke,(Bel),Team Sunweb
10045463375,Maximilian Walscheid,(Ger),Team Sunweb
10002910586,Valerio Agnoli,(Ita),Bahrain-Merida
10004556253,Yukiya Arashiro,(Jpn),Bahrain-Merida
10003272520,Manuele Boaro,(Ita),Bahrain-Merida
10002833188,Grega Bole,(Slo),Bahrain-Merida
10007500710,Niccolo Bonifazio,(Ita),Bahrain-Merida
10001464781,Borut Bozic,(Slo),Bahrain-Merida
10006468062,Sonny Colbrelli,(Ita),Bahrain-Merida
10005601429,Chun Kai Feng,(Tpe),Bahrain-Merida
10008658545,Ivan Garcia,(Spa),Bahrain-Merida
10002350414,Enrico Gasparotto,(Ita),Bahrain-Merida
10002711435,Heinrich Haussler,(Aus),Bahrain-Merida
10003357901,Gorka Izagirre,(Spa),Bahrain-Merida
10042236612,Ion Izagirre,(Spa),Bahrain-Merida
10003261103,Kristijan Koren,(Slo),Bahrain-Merida
10008686332,Matej Mohoric,(Slo),Bahrain-Merida
10004505531,Ramunas Navardauskas,(Ltu),Bahrain-Merida
10009392210,Antonio Nibali,(Ita),Bahrain-Merida
10002837838,Vincenzo Nibali,(Ita),Bahrain-Merida
10009372406,Domen Novak,(Slo),Bahrain-Merida
10010096569,Mark Padun,(Ukr),Bahrain-Merida
10001354748,Franco Pellizotti,(Ita),Bahrain-Merida
10008689766,David Per,(Slo),Bahrain-Merida
10006838480,Hermann Pernsteiner,(Aut),Bahrain-Merida
10007513541,Luka Pibernik,(Slo),Bahrain-Merida
10002692540,Domenico Pozzovivo,(Ita),Bahrain-Merida
10003242814,Kanstantsin Siutsou,(Blr),Bahrain-Merida
10003105600,Giovanni Visconti,(Ita),Bahrain-Merida
10006718545,Meiyin Wang,(Chn),Bahrain-Merida
10006114620,Eugenio Alafaci,(Ita),Trek-Segafredo
10002523596,Fumiyuki Beppu,(Jpn),Trek-Segafredo
10010034935,Julien Bernard,(Fra),Trek-Segafredo
10005818162,Gianluca Brambilla,(Ita),Trek-Segafredo
10005391564,Matthias Brändle,(Aut),Trek-Segafredo
10014404985,Nicola Conci,(Ita),Trek-Segafredo
10007897602,Gregory Daniel,(USA),Trek-Segafredo
10002208853,Koen de Kort,(Ned),Trek-Segafredo
10005379339,John Degenkolb,(Ger),Trek-Segafredo
10002720226,Laurent Didier,(Lux),Trek-Segafredo
10008670871,Niklas Eg,(Den),Trek-Segafredo
10005982456,Fabio Felline,(Ita),Trek-Segafredo
10007229514,Alex Frame,(NZl),Trek-Segafredo
10007522332,Michael Gogl,(Aut),Trek-Segafredo
10007807672,Tsgabu Grmay,(Eth),Trek-Segafredo
10008674612,Rúben Guerreiro,(Por),Trek-Segafredo
10037021850,Markel Irizar,(Spa),Trek-Segafredo
10005513119,Bauke Mollema,(Ned),Trek-Segafredo
10008635408,Ryan Mullen,(Irl),Trek-Segafredo
10005876160,Giacomo Nizzolo,(Ita),Trek-Segafredo
10004641937,Jarlinson Pantano,(Col),Trek-Segafredo
10008689564,Mads Pedersen,(Den),Trek-Segafredo
10001374754,Gregory Rast,(Swi),Trek-Segafredo
10006570924,Kiel Reijnen,(USA),Trek-Segafredo
10006889206,Toms Skujins,(Lat),Trek-Segafredo
10004599602,Peter Stetina,(USA),Trek-Segafredo
10006823528,Jasper Stuyven,(Bel),Trek-Segafredo
10003322939,Boy van Poppel,(Ned),Trek-Segafredo
10002937464,Maxim Belkov,(Rus),Katusha-Alpecin
10008663393,Jenthe Biermans,(Bel),Katusha-Alpecin
10006118862,Ian Boswell,(USA),Katusha-Alpecin
10010090307,Steff Cras,(Bel),Katusha-Alpecin
10004881508,Alex Dowsett,(GBr),Katusha-Alpecin
10009095954,Matteo Fabbro,(Ita),Katusha-Alpecin
10006919316,José Gonçalves,(Por),Katusha-Alpecin
10005768248,Nathan Haas,(Aus),Katusha-Alpecin
10006494132,Marco Haller,(Aut),Katusha-Alpecin
10006060056,Reto Hollenstein,(Swi),Katusha-Alpecin
10003257160,Robert Kiserlovski,(Cro),Katusha-Alpecin
10004502400,Marcel Kittel,(Ger),Katusha-Alpecin
10003223414,Pavel Kochetkov,(Rus),Katusha-Alpecin
10006175951,Viacheslav Kuznetsov,(Rus),Katusha-Alpecin
10007061782,Maurits Lammertink,(Ned),Katusha-Alpecin
10003247359,Tiago Machado,(Por),Katusha-Alpecin
10002858652,Tony Martin,(Ger),Katusha-Alpecin
10007751694,Marco Mathis,(Ger),Katusha-Alpecin
10004443792,Baptiste Planckaert,(Bel),Katusha-Alpecin
10008722607,Nils Politt,(Ger),Katusha-Alpecin
10009037552,Jhonatan Restrepo,(Col),Katusha-Alpecin
10008694113,Mads Würtz Schmidt,(Den),Katusha-Alpecin
10009416357,Willie Smit,(RSA),Katusha-Alpecin
10003036989,Simon Spilak,(Slo),Katusha-Alpecin
10007506366,Rick Zabel,(Ger),Katusha-Alpecin
10005501496,Ilnur Zakarin,(Rus),Katusha-Alpecin
10005467447,Enrico Battaglin,(Ita),LottoNL-Jumbo
10006444521,George Bennett,(NZl),LottoNL-Jumbo
10002833491,Lars Boom,(Ned),LottoNL-Jumbo
10002508543,Stef Clement,(Ned),LottoNL-Jumbo
10007096138,Floris De Tier,(Bel),LottoNL-Jumbo
10009334515,Pascal Eenkhoorn,(Ned),LottoNL-Jumbo
10048456433,Robert Gesink,(Ned),LottoNL-Jumbo
10007293269,Dylan Groenewegen,(Ned),LottoNL-Jumbo
10008676632,Amund Grøndahl Jansen,(Nor),LottoNL-Jumbo
10004443994,Steven Kruijswijk,(Ned),LottoNL-Jumbo
10008834660,Sepp Kuss,(USA),LottoNL-Jumbo
10003037191,Thomas Leezer,(Ned),LottoNL-Jumbo
10005961844,Bert-Jan Lindeman,(Ned),LottoNL-Jumbo
10002839151,Paul Martens,(Ger),LottoNL-Jumbo
10007351974,Daan Olivier,(Ned),LottoNL-Jumbo
10008814351,Neilson Powless,(USA),LottoNL-Jumbo
10008888921,Primoz Roglic,(Slo),LottoNL-Jumbo
10008854464,Timo Roosen,(Ned),LottoNL-Jumbo
10002300702,Bram Tankink,(Ned),LottoNL-Jumbo
10009812542,Antwan Tolhoek,(Ned),LottoNL-Jumbo
10004519978,Jos van Emden,(Ned),LottoNL-Jumbo
10006484533,Gijs Van Hoecke,(Bel),LottoNL-Jumbo
10006914969,Danny van Poppel,(Ned),LottoNL-Jumbo
10003062857,Robert Wagner,(Ger),LottoNL-Jumbo
10004313147,Maarten Wynants,(Bel),LottoNL-Jumbo
10008659959,Anass Ait El Abdia,(Mar),UAE Team Emirates
10006271234,Fabio Aru,(Ita),UAE Team Emirates
10006916080,Darwin Atapuma,(Col),UAE Team Emirates
10003199970,Matteo Bono,(Ita),UAE Team Emirates
10006875563,Sven Erik Bystrøm,(Nor),UAE Team Emirates
10007890730,Simone Consonni,(Ita),UAE Team Emirates
10007518692,Valerio Conti,(Ita),UAE Team Emirates
10003269688,Kristijan Durasek,(Cro),UAE Team Emirates
10003259685,Rui Costa,(Por),UAE Team Emirates
10002751346,Roberto Ferrari,(Ita),UAE Team Emirates
10009164056,Filippo Ganna,(Ita),UAE Team Emirates
10003269183,Alexander Kristoff,(Nor),UAE Team Emirates
10006535356,Vegard Stake Laengen,(Nor),UAE Team Emirates
10003383159,Marco Marcato,(Ita),UAE Team Emirates
10003224828,Daniel Martin,(Irl),UAE Team Emirates
10010992508,Yousif Mirza Al-Hammadi,(UAE),UAE Team Emirates
10002817933,Manuele Mori,(Ita),UAE Team Emirates
10001426890,Przemyslaw Niemiec,(Pol),UAE Team Emirates
10008906301,Simone Petilli,(Ita),UAE Team Emirates
10050785746,Jan Polanc,(Slo),UAE Team Emirates
10009703620,Edward Ravasi,(Ita),UAE Team Emirates
10008692594,Aleksandr Riabushenko,(Blr),UAE Team Emirates
10050087043,Rory Sutherland,(Aus),UAE Team Emirates
10004563327,Ben Swift,(GBr),UAE Team Emirates
10008698153,Oliviero Troia,(Ita),UAE Team Emirates
10005467952,Diego Ulissi,(Ita),UAE Team Emirates
10015059838,Dillon Caldwell,(USA),303 Project
10009101614,Bernat Font Mas,(Spa),303 Project
10073587719,Eric Brunner,(USA),303 Project
10053118291,Tony Baca,(Mex),303 Project
10055119929,Mac Cassin,(USA),303 Project
10008641973,Maxx Chance,(USA),303 Project
10010196300,Andrew Clemence,(USA),303 Project
10006951042,Flavio De Luna,(Mex),303 Project
10009792839,Cullen Easter,(USA),303 Project
10008879322,Griffin Easter,(USA),303 Project
10009371291,Grant Ellwood,(USA),303 Project
10003123683,Rolando Gonzalez Fernandez,(CRc),303 Project
10015021341,Isaiah Newkirk,(USA),303 Project
10035354561,Cristhian David Ravelo Avila,(Col),303 Project
10053788706,Jake Silverberg,(USA),303 Project
10015852713,Austin Stephens,(USA),303 Project
10010163661,Taylor Warren,(USA),303 Project
10050204453,Christopher Winn,(Aus),303 Project
10069650125,Warren Bordeos,(Phi),7 Eleven-Cliqq Roadbike Philippines
10015269396,Daniel Ven Cariño,(Phi),7 Eleven-Cliqq Roadbike Philippines
10008846481,Marcelo Felipe,(Phi),7 Eleven-Cliqq Roadbike Philippines
10008716543,Mark John Lexer Galedo,(Phi),7 Eleven-Cliqq Roadbike Philippines
10009797586,Daisuke Kaneko,(Jpn),7 Eleven-Cliqq Roadbike Philippines
10007792821,Rustom Lim,(Phi),7 Eleven-Cliqq Roadbike Philippines
10011234705,Bonjoe Martin,(Phi),7 Eleven-Cliqq Roadbike Philippines
10008846582,Nelson Martin,(Phi),7 Eleven-Cliqq Roadbike Philippines
10011010591,Arjay Peralta,(Phi),7 Eleven-Cliqq Roadbike Philippines
10009407869,Dominic Perez,(Phi),7 Eleven-Cliqq Roadbike Philippines
10049863539,Victor Humberto Arroyo,(Arg),AC Mardan
10011475181,José Rodolfo Astiasarán,(Arg),AC Mardan
10009487590,Emiliano Contreras,(Arg),AC Mardan
10005976089,Emiliano Fernandez,(Arg),AC Mardan
10010163055,Daniel Omar Juárez,(Arg),AC Mardan
10049863741,Francisco Cesar Monte,(Arg),AC Mardan
10005439660,Jorge Antonio Pi,(Arg),AC Mardan
10049191613,Leonardo Franco Rodriguez,(Arg),AC Mardan
10002058000,Rostislav Krotk_,(Cze),AC Sparta Praha
10009386550,Petr Fiala,(Cze),AC Sparta Praha
10045934231,Josef Horejsi,(Cze),AC Sparta Praha
10007650048,Tomas Kalojiros,(Cze),AC Sparta Praha
10003328292,Jiri Nesveda,(Cze),AC Sparta Praha
10009386449,Jan Ryba,(Cze),AC Sparta Praha
10015224334,Tomas Schühler,(Cze),AC Sparta Praha
10009220438,Michal Schuran,(Cze),AC Sparta Praha
10008707449,Jan Stöhr,(Cze),AC Sparta Praha
10008707550,Pavel Stöhr,(Cze),AC Sparta Praha
10010967145,Matej Syrovatka,(Cze),AC Sparta Praha
10050080272,Oscar Alfredo Gomez,(Arg),ACA Virgen de Fatima
10063686948,Juan Jose Avella,(Arg),ACA Virgen de Fatima
10004344065,Ricardo Escuela,(Arg),ACA Virgen de Fatima
10049863337,Lopez Franco German,(Arg),ACA Virgen de Fatima
10061977728,Alonso Miguel Gamero Zúñiga,(Per),ACA Virgen de Fatima
10002814802,Luciano Montivero,(Arg),ACA Virgen de Fatima
10050084316,Nicolas Javier Naranjo Sanchez,(Arg),ACA Virgen de Fatima
10004720042,Adrian Richeze,(Arg),ACA Virgen de Fatima
10005736825,Mauro Abel Richeze,(Arg),ACA Virgen de Fatima
10063091915,Washington Roberto,(Arg),ACA Virgen de Fatima
10049863135,Leandro Javier Velardez,(Arg),ACA Virgen de Fatima
10011325338,Daniel Zamora,(Arg),ACA Virgen de Fatima
10002731845,Janez Brajkovic,(Slo),Adria Mobil
10023501464,Saad Alsaadi,(Brn),Adria Mobil
10009640770,Jon Bozic,(Slo),Adria Mobil
10002072043,Gregor Gazvoda,(Slo),Adria Mobil
10002618980,Jure Golcer,(Slo),Adria Mobil
10007973178,Ziga Groselj,(Slo),Adria Mobil
10014992140,Ziga Horvat,(Slo),Adria Mobil
10015327293,Aljaz Jarc,(Slo),Adria Mobil
10008678349,Gasper Katrasnik,(Slo),Adria Mobil
10010968761,Gorazd Per,(Slo),Adria Mobil
10009436262,Dusan Rajovic,(Srb),Adria Mobil
10001299174,Radoslav Rogina,(Cro),Adria Mobil
10010001993,Muhammad Fachri Naufal Barokah,(Ina),Advan Customs
10015561713,Maulana Fahrizal Kurniawan,(Ina),Advan Customs
10016216865,Mohammad Fikri Azka,(Ina),Advan Customs
10063465767,Eko Bayu Nur Hidayat,(Ina),Advan Customs
10013907861,Jefri Irawan,(Ina),Advan Customs
10068093879,Yuda Muhammad,(Ina),Advan Customs
10059449159,Heksa Priya Prasetya,(Ina),Advan Customs
10054559955,Luki Setiawan,(Ina),Advan Customs
10006693081,Endra Wijaya,(Ina),Advan Customs
10010944109,Denzel Stephenson,(USA),Aevolo
10053800022,Fernando Islas Lopez,(Mex),Aevolo
10063852959,Nicholas McKey,(USA),Aevolo
10014647485,Laurent Gervais,(Can),Aevolo
10009360985,Lance Haidet,(USA),Aevolo
10009771015,Gage Hecht,(USA),Aevolo
10014449243,Michael Hernandez,(USA),Aevolo
10012493479,Alex Hoehn,(USA),Aevolo
10011099208,Jason Saltzman,(USA),Aevolo
10015093180,Tyler Stites,(USA),Aevolo
10010178415,Luis Ricardo Villalobos Hernandez,(Mex),Aevolo
10009805872,Charlie Arimont,(Bel),AGO-Aqua Service
10015003961,Arthur Baude,(Bel),AGO-Aqua Service
10010976643,Gordon De Winter,(Bel),AGO-Aqua Service
10013798232,Anthony Debuy,(Bel),AGO-Aqua Service
10016136841,Félix Dopchie,(Bel),AGO-Aqua Service
10015825734,Jérémy Frehen,(Bel),AGO-Aqua Service
10014278279,Pierre Goebeert,(Bel),AGO-Aqua Service
10010040692,Kenny Molly,(Bel),AGO-Aqua Service
10015290416,Sylvain Moniquet,(Bel),AGO-Aqua Service
10016305074,Tom Paquot,(Bel),AGO-Aqua Service
10015290517,Yann Pestiaux,(Bel),AGO-Aqua Service
10009136168,Lionel Taminiaux,(Bel),AGO-Aqua Service
10010976845,Marvin Tasset,(Bel),AGO-Aqua Service
10015687106,Tom Van Vuchelen,(Bel),AGO-Aqua Service
10009127680,Tom Wirtgen,(Lux),AGO-Aqua Service
10009799408,Keisuke Aso,(Jpn),Aisan Racing Team
10007574872,Tomohiro Hayakawa,(Jpn),Aisan Racing Team
10006494940,Ryohei Komori,(Jpn),Aisan Racing Team
10006886980,Shiki Kuroeda,(Jpn),Aisan Racing Team
10002931303,Damien Monier,(Fra),Aisan Racing Team
10009532454,Sora Nomoto,(Jpn),Aisan Racing Team
10009148801,Hayato Okamoto,(Jpn),Aisan Racing Team
10007801107,Kota Sumiyoshi,(Jpn),Aisan Racing Team
10009087365,Shotaro Watanabe,(Jpn),Aisan Racing Team
10010791333,Antoine Aebi,(Swi),Akros-Renfer SA
10013886542,Gordian Banzer,(Swi),Akros-Renfer SA
10010118393,Stefan Bissegger,(Swi),Akros-Renfer SA
10008665619,Simon Brühlmann,(Swi),Akros-Renfer SA
10015196547,Jonas Döring,(Swi),Akros-Renfer SA
10009746662,Loïs Dufaux,(Swi),Akros-Renfer SA
10010118494,Robin Froidevaux,(Swi),Akros-Renfer SA
10009503152,Justin Paroz,(Swi),Akros-Renfer SA
10008693608,Jan Rüttimann,(Swi),Akros-Renfer SA
10008926408,Nico Selenati,(Swi),Akros-Renfer SA
10015160171,Joel Suter,(Swi),Akros-Renfer SA
10015237367,Yannis Voisard,(Swi),Akros-Renfer SA
10011101430,Sjors Dekker,(Ned),Alecto Cyclingteam
10014305157,Abe Celi,(Ned),Alecto Cyclingteam
10009080901,Jaap de Jong,(Ned),Alecto Cyclingteam
10010976946,Marco Doets,(Ned),Alecto Cyclingteam
10005719142,René Hooghiemster,(Ned),Alecto Cyclingteam
10010804467,Folkert Oostra,(Ned),Alecto Cyclingteam
10007291855,Rick Ottema,(Ned),Alecto Cyclingteam
10014887561,Jasper Schouten,(Ned),Alecto Cyclingteam
10008997843,Patrick van der Duin,(Ned),Alecto Cyclingteam
10008113224,Bas van der Kooij,(Ned),Alecto Cyclingteam
10011140432,Daan van Sintmaartensdijk,(Ned),Alecto Cyclingteam
10072234466,Sufa Arjan,(Alb),Amore & Vita-Prodir
10005360949,Besmir Banushi,(Alb),Amore & Vita-Prodir
10011643418,Marco Bernardinetti,(Ita),Amore & Vita-Prodir
10007461708,Maris Bogdanovics,(Lat),Amore & Vita-Prodir
10006688940,Pierpaolo Ficara,(Ita),Amore & Vita-Prodir
10008917112,Jan-André Freuler,(Swi),Amore & Vita-Prodir
10007742503,Davide Gabburo,(Ita),Amore & Vita-Prodir
10010588946,Klinti Grembi,(Alb),Amore & Vita-Prodir
10009713421,Iltjan Nika,(Alb),Amore & Vita-Prodir
10007224056,Colin Chris Stüssi,(Swi),Amore & Vita-Prodir
10005362161,Altin Sufa,(Alb),Amore & Vita-Prodir
10007202535,Mirko Trosino,(Ita),Amore & Vita-Prodir
10013809144,Kristian Javier Yustre Rodriguez,(Col),Amore & Vita-Prodir
10012590479,Antonio Zullo,(Ita),Amore & Vita-Prodir
10009709579,Shakir Adilov,(Kaz),Apple Team
10006877987,Maxat Ayazbayev,(Kaz),Apple Team
10010092731,Yuriy Chsherbinin,(Kaz),Apple Team
10006878189,Ilya Davidenok,(Kaz),Apple Team
10008147576,Artur Fedosseyev,(Kaz),Apple Team
10006843231,Vadim Galeyev,(Kaz),Apple Team
10007219410,Pavel Gatskiy,(Kaz),Apple Team
10011219345,Alexandr Gladilin,(Kaz),Apple Team
10010200643,Ilya Gorbushin,(Kaz),Apple Team
10011030294,Anton Lavrentyev,(Kaz),Apple Team
10007988942,Dmitriy Lukyanov,(Kaz),Apple Team
10008692800,Dmitriy Rive,(Kaz),Apple Team
10010114050,Islam Usmanov,(Kaz),Apple Team
10006843130,Nikolay Zaitsev,(Kaz),Apple Team
10009376850,Oleg Zemlyakov,(Kaz),Apple Team
10008849010,Galym Akhmetov,(Kaz),Astana City
10015868776,Olzhas Bayembayev,(Kaz),Astana City
10009818202,Anton Kuzmin,(Kaz),Astana City
10008683605,Sergey Luchshenko,(Kaz),Astana City
10016283856,Daniil Marukhin,(Kaz),Astana City
10009818101,Yuriy Natarov,(Kaz),Astana City
10006895367,Matvey Nikitin,(Kaz),Astana City
10015084591,Vadim Pronskiy,(Kaz),Astana City
10009638952,Grigoriy Shtein,(Kaz),Astana City
10010656038,Vladimir Tsoy,(Kaz),Astana City
10015080450,Dinmukhammed Ulysbayev,(Kaz),Astana City
10015856955,Ivan Zaitsev,(Kaz),Astana City
10055223090,Amarni Drake,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10009136572,Daniel Fitter,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10005504227,Leigh Howard,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10046248368,Aidan Kampers,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10013740537,Ashley Mackay,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10010790828,Kelland O'Brien,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10014262115,Toby Orchard,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10010973512,Freddy Ovett,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10009557918,Michael Potter,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10010664930,Cameron Scott,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10003398721,Stuart Shaw,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10009118081,Sam Welsford,(Aus),Australian Cycling Academy-Ride Sunshine Coast
10005584150,Vicente Garcia De Mateos Rubio,(Spa),Aviludo-Louletano-Uli
10003249379,Márcio Barbosa,(Por),Aviludo-Louletano-Uli
10002305146,David De La Fuente Rasilla,(Spa),Aviludo-Louletano-Uli
10009814158,André Evangelista,(Por),Aviludo-Louletano-Uli
10008734125,Luís Fernandes,(Por),Aviludo-Louletano-Uli
10008893062,Oscar Hernandez Martinez,(Spa),Aviludo-Louletano-Uli
10045189048,Juan Martin,(Spa),Aviludo-Louletano-Uli
10006224754,Luís Mendonça,(Por),Aviludo-Louletano-Uli
10007816160,Rui Rodrigues,(Por),Aviludo-Louletano-Uli
10044789126,Vicente Rubio,(Spa),Aviludo-Louletano-Uli
10007584269,Daan Hoeyberghs,(Bel),Beat Cycling Club
10007397444,Daniel Abraham Gebru,(Ned),Beat Cycling Club
10008092309,Nahom Desale,(Eri),Beat Cycling Club
10008675622,Piotr Havik,(Ned),Beat Cycling Club
10015689732,Danny Maas,(Ned),Beat Cycling Club
10014217655,Alex Mengoulas,(Ned),Beat Cycling Club
10008610247,Aksel Nõmmela,(Est),Beat Cycling Club
10009002893,Bas Tietema,(Ned),Beat Cycling Club
10012961810,Wesley Van Dyck,(Bel),Beat Cycling Club
10008033200,Abdullojon Akparov,(Uzb),Beijing XDS-Innova Cycing Team
10073380884,Yujian Chen,(Chn),Beijing XDS-Innova Cycing Team
10002735279,Zsolt Dér,(Hun),Beijing XDS-Innova Cycing Team
10009173352,Bingcheng Gu,(Chn),Beijing XDS-Innova Cycing Team
10062997036,Daihou Li,(Chn),Beijing XDS-Innova Cycing Team
10062995925,Shuai Li,(Chn),Beijing XDS-Innova Cycing Team
10062997339,Sicheng Nie,(Chn),Beijing XDS-Innova Cycing Team
10061021468,Lizhen Wang,(Chn),Beijing XDS-Innova Cycing Team
10062994410,Yadong Wang,(Chn),Beijing XDS-Innova Cycing Team
10013773273,Evgeny Zotov,(Rus),Beijing XDS-Innova Cycing Team
10007946910,Cameron Bayly,(Aus),Bennelong Swisswellness
10008813644,Scott Bowden,(Aus),Bennelong Swisswellness
10015604957,Alastair Christie-Johnston,(Aus),Bennelong Swisswellness
10005608604,Joseph Cooper,(NZl),Bennelong Swisswellness
10010004522,Sam Crome,(Aus),Bennelong Swisswellness
10007692989,Brendon Davids,(RSA),Bennelong Swisswellness
10008892557,Nathan Elliott,(Aus),Bennelong Swisswellness
10005986294,Michael Freiberg,(Aus),Bennelong Swisswellness
10007621958,Anthony Giacoppo,(Aus),Bennelong Swisswellness
10010996043,Chris Harper,(Aus),Bennelong Swisswellness
10009782129,Sean Lake,(Aus),Bennelong Swisswellness
10014837344,Jason Lea,(Aus),Bennelong Swisswellness
10009115152,Alexander Porter,(Aus),Bennelong Swisswellness
10006189186,Timothy Roe,(Aus),Bennelong Swisswellness
10010995841,Dylan Sunderland,(Aus),Bennelong Swisswellness
10004596871,Scott Sunderland,(Aus),Bennelong Swisswellness
10009971176,Ayden Toovey,(Aus),Bennelong Swisswellness
10006784122,Steele Von Hoff,(Aus),Bennelong Swisswellness
10050531425,Nicklas Overgaard Amdi Pedersen,(Den),BHS-Almeborg Bornholm
10009766870,Jesper Kofod Andreasen,(Den),BHS-Almeborg Bornholm
10009817087,Magnus Bak Klaris,(Den),BHS-Almeborg Bornholm
10014046186,Mathias Bregnhøj,(Den),BHS-Almeborg Bornholm
10003324757,Jannik Hyldtoft Hansen,(Den),BHS-Almeborg Bornholm
10010964620,Mads Olander Hjort,(Den),BHS-Almeborg Bornholm
10015063171,Morten Hulgaard,(Den),BHS-Almeborg Bornholm
10036502595,Jeppe Klein Jensen,(Den),BHS-Almeborg Bornholm
10009377355,Christoffer Lisson,(Den),BHS-Almeborg Bornholm
10015599503,Joakim Lisson,(Den),BHS-Almeborg Bornholm
10009766971,Martin Toft Madsen,(Den),BHS-Almeborg Bornholm
10015062161,Eigil Nikolejsen,(Den),BHS-Almeborg Bornholm
10006064504,Rasmus Christian Quaade,(Den),BHS-Almeborg Bornholm
10010968155,Mathias Skov-Jensen,(Den),BHS-Almeborg Bornholm
10009767173,Emil Toudal,(Den),BHS-Almeborg Bornholm
10035520976,Ruben Dario Acosta Ospina,(Col),Bicicletas Strongman Colombia Coldeportes
10035327986,Heimarhanz Ariza Jaramillo,(Col),Bicicletas Strongman Colombia Coldeportes
10009756564,Aristobulo Cala Cala,(Col),Bicicletas Strongman Colombia Coldeportes
10010035440,Steven Calderon Porras,(Col),Bicicletas Strongman Colombia Coldeportes
10009873065,Johnatan Cañaveral Vargas,(Col),Bicicletas Strongman Colombia Coldeportes
10010985131,Diego Fernando Cano Malaver,(Col),Bicicletas Strongman Colombia Coldeportes
10009225185,Eduardo Estrada Celis,(Col),Bicicletas Strongman Colombia Coldeportes
10010745358,Javier Steven Gonzalez Giron,(Col),Bicicletas Strongman Colombia Coldeportes
10035392654,Brayan Hernandez Gomez,(Col),Bicicletas Strongman Colombia Coldeportes
10008687140,William David Muñoz Perez,(Col),Bicicletas Strongman Colombia Coldeportes
10035400940,Victor Alejandro Ocampo Giraldo,(Col),Bicicletas Strongman Colombia Coldeportes
10015067922,Andres Camilo Pedroza Caceres,(Col),Bicicletas Strongman Colombia Coldeportes
10009764850,Oscar Adalberto Quiroz Ayala,(Col),Bicicletas Strongman Colombia Coldeportes
10008141516,Wldy Enrique Sandoval Garzon,(Col),Bicicletas Strongman Colombia Coldeportes
10009503960,Giovanni Pedretti,(Ita),Biesse Carrera Gavardo
10074375742,Alberto Amici,(Ita),Biesse Carrera Gavardo
10015389941,Stefano Bertoletti,(Ita),Biesse Carrera Gavardo
10015723579,Kevin Colleoni,(Ita),Biesse Carrera Gavardo
10014478343,Raul Colombo,(Ita),Biesse Carrera Gavardo
10009490523,Lorenzo Delcó,(Swi),Biesse Carrera Gavardo
10010113949,Nicolo Gozzi,(Ita),Biesse Carrera Gavardo
10014137833,Enrico Logica,(Ita),Biesse Carrera Gavardo
10010715046,Stefano Moro,(Ita),Biesse Carrera Gavardo
10009993408,Federico Orlandi,(Ita),Biesse Carrera Gavardo
10014479454,Michel Piccot,(Ita),Biesse Carrera Gavardo
